               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.08246,            0.022434,            0.046198,             0.56022,             0.19766,             0.37854,             0.11712,            0.057344,            0.015001,              0.0374,           0.0032946,           0.0032946,            0.070349
                   1,            0.059889,            0.013693,            0.032131,             0.41233,             0.50777,             0.47207,             0.15363,            0.055552,           0.0087786,            0.022625,           0.0065842,           0.0065842,            0.040305
                   2,            0.060836,           0.0094572,             0.01953,             0.58584,             0.66509,             0.59188,             0.18122,            0.060124,           0.0079069,            0.010821,           0.0098298,           0.0098298,            0.010217
                   3,             0.05461,           0.0079034,            0.013926,             0.82874,             0.75468,             0.84029,              0.4078,            0.042379,           0.0071244,           0.0090414,            0.009802,            0.009802,            0.009802
                   4,            0.047125,           0.0071397,            0.011547,             0.81887,              0.8353,             0.90348,             0.38262,            0.039647,            0.007191,           0.0075515,            0.009802,            0.009802,            0.009802
                   5,            0.044626,           0.0069242,           0.0095671,             0.83425,             0.86478,             0.90526,             0.41824,            0.038439,            0.006189,           0.0067731,            0.009736,            0.009736,            0.009736
                   6,             0.04331,           0.0067654,           0.0078211,             0.90071,             0.85055,             0.89751,             0.38518,            0.039925,            0.005775,           0.0083558,             0.00967,             0.00967,             0.00967
                   7,            0.041063,            0.006512,           0.0060246,             0.88665,             0.88943,             0.96796,             0.47631,            0.035278,           0.0057252,           0.0036938,            0.009604,            0.009604,            0.009604
                   8,            0.039937,           0.0062594,           0.0054906,             0.96058,             0.92851,             0.95737,             0.47811,            0.035776,           0.0056452,           0.0051467,            0.009538,            0.009538,            0.009538
                   9,            0.038643,           0.0060124,           0.0043284,             0.98104,             0.95806,             0.98782,             0.50837,            0.033151,           0.0055627,           0.0023886,            0.009472,            0.009472,            0.009472
                  10,            0.038053,           0.0059872,           0.0045238,             0.97659,                0.96,             0.98911,             0.51927,             0.03276,           0.0054106,           0.0027752,            0.009406,            0.009406,            0.009406
                  11,            0.036601,           0.0059713,           0.0038692,             0.97975,             0.97563,             0.98716,             0.47622,            0.034331,           0.0052991,           0.0018315,             0.00934,             0.00934,             0.00934
                  12,            0.037116,           0.0060728,           0.0038643,             0.95883,             0.97452,             0.98865,             0.52198,            0.033346,           0.0054741,           0.0037542,            0.009274,            0.009274,            0.009274
                  13,            0.036527,           0.0059658,           0.0038193,             0.97554,              0.9614,             0.98424,             0.52844,            0.032944,            0.005296,           0.0026711,            0.009208,            0.009208,            0.009208
                  14,            0.035393,           0.0058955,           0.0032339,             0.97231,             0.98414,             0.98621,             0.46603,             0.03468,           0.0051873,           0.0013841,            0.009142,            0.009142,            0.009142
                  15,            0.035734,           0.0057141,           0.0034918,             0.97863,             0.97692,             0.99123,             0.52214,            0.033514,           0.0051046,           0.0020024,            0.009076,            0.009076,            0.009076
                  16,            0.035516,           0.0058132,           0.0031199,             0.97205,             0.95435,             0.98113,             0.52769,            0.032108,           0.0051407,            0.001935,             0.00901,             0.00901,             0.00901
                  17,            0.034396,           0.0057081,           0.0031336,             0.97401,             0.98421,             0.99192,             0.54647,            0.031374,           0.0051587,           0.0013543,            0.008944,            0.008944,            0.008944
                  18,            0.034599,           0.0056747,           0.0028651,              0.9824,             0.98501,             0.99263,             0.55951,             0.03126,           0.0050194,           0.0017004,            0.008878,            0.008878,            0.008878
                  19,            0.033755,           0.0054963,           0.0026038,             0.97456,             0.98679,             0.99089,             0.53412,            0.031295,           0.0050982,           0.0011551,            0.008812,            0.008812,            0.008812
                  20,            0.033393,           0.0056607,           0.0022922,             0.98799,             0.98968,             0.99205,             0.55824,            0.031195,           0.0050891,           0.0010371,            0.008746,            0.008746,            0.008746
                  21,            0.032894,           0.0052036,           0.0024885,             0.98156,             0.98533,             0.98903,             0.58157,            0.030462,           0.0049335,           0.0014247,             0.00868,             0.00868,             0.00868
