               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.035765,           0.0059245,            0.001849,              0.9145,             0.75823,             0.80268,             0.39405,            0.040172,           0.0093716,            0.012136,            0.006535,            0.006535,            0.006535
                  37,             0.03547,           0.0057022,           0.0017677,             0.92603,             0.74112,             0.79632,             0.40203,            0.039951,           0.0087824,            0.013818,            0.006436,            0.006436,            0.006436
                  38,            0.035198,           0.0059794,           0.0015407,             0.85315,             0.76927,             0.79629,             0.39526,            0.039901,           0.0084352,            0.013537,            0.006337,            0.006337,            0.006337
                  39,            0.036036,           0.0059831,           0.0014315,             0.89932,             0.72517,             0.77281,             0.36862,            0.041947,           0.0088609,            0.013659,            0.006238,            0.006238,            0.006238
                  40,            0.035675,           0.0058432,           0.0015749,             0.87239,              0.7404,             0.76994,             0.38768,            0.040733,           0.0086056,            0.012432,            0.006139,            0.006139,            0.006139
                  41,              0.0348,           0.0053584,           0.0014451,             0.84833,             0.75615,             0.78297,             0.40102,            0.040243,           0.0086382,            0.012257,             0.00604,             0.00604,             0.00604
                  42,             0.03497,           0.0053044,           0.0016937,             0.89857,             0.72022,             0.76409,             0.37889,             0.04002,           0.0083593,            0.014644,            0.005941,            0.005941,            0.005941
                  43,             0.03408,           0.0056964,           0.0013627,              0.7956,             0.74539,             0.75353,             0.35833,            0.040716,           0.0083233,            0.015357,            0.005842,            0.005842,            0.005842
                  44,            0.034608,            0.005703,           0.0016439,             0.91342,             0.74375,             0.78983,             0.39509,            0.041096,           0.0084734,            0.011455,            0.005743,            0.005743,            0.005743
                  45,            0.034636,            0.005667,           0.0017637,             0.88383,             0.73347,             0.82107,             0.41058,            0.039132,           0.0087554,           0.0094531,            0.005644,            0.005644,            0.005644
                  46,               0.034,           0.0054536,           0.0017673,             0.86353,              0.7259,             0.77578,             0.39328,            0.038225,            0.009002,            0.013812,            0.005545,            0.005545,            0.005545
                  47,            0.033744,           0.0058103,           0.0017044,             0.86198,             0.74179,             0.78117,             0.36504,            0.038997,           0.0090447,            0.012357,            0.005446,            0.005446,            0.005446
                  48,            0.033389,           0.0057506,           0.0017798,             0.90185,             0.72229,             0.79493,             0.37462,             0.03973,            0.008911,             0.01278,            0.005347,            0.005347,            0.005347
                  49,            0.032728,           0.0055739,           0.0018901,             0.88209,             0.74416,             0.79682,             0.38665,            0.039371,           0.0089839,           0.0098324,            0.005248,            0.005248,            0.005248
                  50,            0.033665,           0.0055727,           0.0013927,             0.87287,             0.78202,             0.81614,             0.41009,            0.038498,           0.0086298,              0.0127,            0.005149,            0.005149,            0.005149
                  51,            0.032975,           0.0056764,           0.0016231,             0.86094,             0.75377,             0.80439,              0.4109,             0.03795,           0.0084983,            0.013465,             0.00505,             0.00505,             0.00505
                  52,             0.03292,           0.0054377,           0.0014649,             0.88463,             0.77826,             0.81219,             0.38541,            0.039899,           0.0086103,            0.010703,            0.004951,            0.004951,            0.004951
                  53,            0.032573,           0.0053564,            0.001298,             0.90413,             0.74013,             0.81313,             0.38793,            0.040931,           0.0088571,           0.0098401,            0.004852,            0.004852,            0.004852
                  54,            0.032279,            0.005637,           0.0012522,             0.88366,             0.71611,             0.76675,             0.39044,            0.040792,           0.0089467,            0.012792,            0.004753,            0.004753,            0.004753
                  55,            0.033333,           0.0051887,           0.0012233,             0.91291,             0.76088,             0.80105,             0.39114,            0.039508,           0.0087073,            0.014384,            0.004654,            0.004654,            0.004654
                  56,            0.032336,           0.0053667,           0.0013051,             0.90144,             0.77158,             0.79866,             0.40934,             0.03811,           0.0088407,            0.014185,            0.004555,            0.004555,            0.004555
                  57,            0.032824,           0.0057474,           0.0013618,             0.90206,             0.75275,             0.80299,             0.41857,            0.038868,           0.0089304,            0.011709,            0.004456,            0.004456,            0.004456
                  58,            0.032055,           0.0053408,           0.0012305,             0.88016,              0.7424,             0.78582,             0.39048,            0.039364,           0.0090439,            0.012254,            0.004357,            0.004357,            0.004357
                  59,            0.031611,           0.0054566,           0.0011553,             0.89696,             0.72901,              0.7891,             0.38423,            0.039103,            0.008824,             0.01111,            0.004258,            0.004258,            0.004258
                  60,            0.031857,           0.0055278,           0.0010538,             0.88461,             0.73027,              0.7872,             0.38957,             0.03823,           0.0088888,            0.011938,            0.004159,            0.004159,            0.004159
                  61,            0.030795,           0.0053462,          0.00092429,             0.90689,             0.77392,             0.81329,             0.40229,             0.03953,           0.0090054,            0.011739,             0.00406,             0.00406,             0.00406
                  62,            0.031253,           0.0053755,           0.0010783,              0.9129,             0.72981,             0.79501,              0.3982,             0.03891,           0.0086663,             0.01575,            0.003961,            0.003961,            0.003961
                  63,            0.031264,           0.0055828,           0.0013785,             0.86015,             0.77107,             0.80622,             0.41285,            0.038177,           0.0085201,            0.011543,            0.003862,            0.003862,            0.003862
                  64,            0.031022,           0.0053136,          0.00087106,             0.89505,             0.79933,             0.81832,             0.41604,            0.038356,           0.0087234,            0.013603,            0.003763,            0.003763,            0.003763
                  65,             0.03141,           0.0050377,          0.00087458,             0.92085,             0.72807,             0.79609,             0.39841,            0.038223,           0.0089455,            0.014509,            0.003664,            0.003664,            0.003664
                  66,            0.030771,           0.0053712,           0.0011626,             0.88678,             0.73975,             0.79467,             0.39979,            0.039033,           0.0088891,            0.012864,            0.003565,            0.003565,            0.003565
                  67,            0.030618,           0.0051302,          0.00088587,             0.88788,             0.77384,             0.80738,             0.41867,            0.037743,           0.0084649,            0.013098,            0.003466,            0.003466,            0.003466
                  68,            0.030396,           0.0054201,          0.00084316,             0.91928,             0.76262,             0.82341,             0.41404,            0.038288,           0.0083648,            0.011295,            0.003367,            0.003367,            0.003367
                  69,            0.030368,           0.0051937,          0.00099205,             0.94026,             0.77165,             0.83423,              0.4343,              0.0381,           0.0083887,            0.010367,            0.003268,            0.003268,            0.003268
                  70,            0.029455,           0.0051974,          0.00095895,              0.8373,             0.77327,             0.79905,             0.41357,            0.037843,           0.0086997,            0.015929,            0.003169,            0.003169,            0.003169
                  71,            0.029623,           0.0053051,          0.00095525,             0.90918,             0.76679,             0.81778,             0.42302,             0.03735,           0.0087935,            0.010896,             0.00307,             0.00307,             0.00307
                  72,             0.02921,           0.0053124,          0.00076345,              0.8601,             0.78734,             0.80613,             0.42335,            0.037858,             0.00855,            0.011995,            0.002971,            0.002971,            0.002971
                  73,            0.029728,            0.005275,          0.00093171,             0.86399,             0.77903,             0.80295,             0.42186,            0.036845,           0.0086994,             0.01385,            0.002872,            0.002872,            0.002872
                  74,             0.02943,           0.0051359,          0.00077253,             0.88279,             0.77111,             0.81796,             0.41838,            0.037635,           0.0087995,            0.012376,            0.002773,            0.002773,            0.002773
                  75,            0.029719,           0.0051232,          0.00090315,             0.89691,             0.71049,             0.79272,             0.40541,            0.037922,           0.0084817,            0.017715,            0.002674,            0.002674,            0.002674
                  76,            0.029927,           0.0051148,          0.00072195,             0.91849,             0.73263,             0.80784,             0.41225,             0.03795,           0.0087109,            0.010597,            0.002575,            0.002575,            0.002575
                  77,            0.029101,           0.0052461,          0.00077799,             0.84233,             0.78322,             0.80091,             0.39903,            0.037284,           0.0086099,            0.011915,            0.002476,            0.002476,            0.002476
                  78,            0.029352,           0.0049437,          0.00081679,             0.89236,             0.76211,             0.80542,             0.42385,            0.038238,           0.0086188,            0.010259,            0.002377,            0.002377,            0.002377
                  79,             0.02839,           0.0050393,          0.00074527,              0.9028,             0.78374,             0.82531,             0.42845,            0.037737,           0.0085463,           0.0095556,            0.002278,            0.002278,            0.002278
                  80,            0.028852,            0.005138,          0.00062708,             0.90705,             0.78923,             0.82185,             0.42571,            0.037863,            0.008611,           0.0090322,            0.002179,            0.002179,            0.002179
                  81,             0.02862,            0.005067,          0.00071438,             0.91373,             0.77155,             0.81967,             0.43474,            0.037493,           0.0085944,            0.011714,             0.00208,             0.00208,             0.00208
                  82,             0.02767,           0.0052652,          0.00070426,             0.93328,             0.76028,             0.80604,             0.42573,            0.037777,           0.0086961,            0.012056,            0.001981,            0.001981,            0.001981
                  83,            0.028165,           0.0052067,          0.00070342,             0.91238,              0.7628,             0.80802,             0.40669,             0.03762,           0.0087072,            0.012144,            0.001882,            0.001882,            0.001882
                  84,            0.028397,           0.0049616,          0.00075322,             0.89313,             0.77996,             0.81178,             0.42985,            0.036887,           0.0087794,            0.012549,            0.001783,            0.001783,            0.001783
                  85,            0.028075,           0.0050367,          0.00077209,             0.91781,             0.74721,             0.80585,             0.42709,            0.037309,           0.0086032,            0.014011,            0.001684,            0.001684,            0.001684
                  86,            0.027146,           0.0052215,          0.00080441,              0.8708,             0.77042,             0.79015,             0.42309,            0.036725,           0.0084371,             0.01622,            0.001585,            0.001585,            0.001585
