               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10071,            0.006854,             0.03445,          0.00019113,            0.047619,          0.00014818,          2.8282e-05,             0.10294,           0.0074614,            0.035042,           0.0033268,           0.0033268,            0.070059
                   1,              0.0919,           0.0084158,            0.030445,          0.00092623,             0.27845,           0.0011323,          0.00029994,            0.091786,           0.0086924,            0.032043,           0.0044623,           0.0044623,            0.037861
                   2,            0.079304,           0.0092505,            0.026898,            0.010206,            0.035714,            0.019663,             0.00501,             0.08347,            0.009459,            0.030857,           0.0033978,           0.0033978,           0.0034634
