               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10078,           0.0068323,            0.034547,          0.00016377,            0.048331,            0.000102,          1.8592e-05,             0.10282,           0.0071586,            0.035605,           0.0033268,           0.0033268,            0.070059
                   1,            0.091837,            0.008454,            0.030252,           0.0010182,             0.31528,           0.0021105,          0.00035586,            0.091466,           0.0084474,            0.031754,           0.0044623,           0.0044623,            0.037861
                   2,             0.07983,           0.0091948,            0.026956,             0.04303,             0.14133,            0.031218,           0.0096397,            0.083781,           0.0093972,             0.03093,           0.0033978,           0.0033978,           0.0034634
