               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.082124,             0.02248,            0.045156,             0.36371,             0.24637,             0.29644,            0.076118,            0.055538,            0.015147,            0.034418,           0.0033086,           0.0033086,            0.070222
                   1,            0.060785,            0.013009,            0.027871,              0.5712,             0.53548,             0.57494,              0.2159,            0.051855,           0.0089532,            0.018964,           0.0065981,           0.0065981,            0.040178
                   2,             0.06066,           0.0096378,            0.018603,             0.31941,             0.57122,             0.44162,             0.12074,            0.054415,           0.0076286,            0.016642,           0.0098436,           0.0098436,            0.010091
                   3,            0.055848,           0.0082068,            0.014531,             0.74234,             0.61455,             0.66962,              0.2573,            0.045432,           0.0083437,            0.015703,            0.009802,            0.009802,            0.009802
                   4,            0.049052,           0.0075213,            0.012886,              0.6844,             0.27741,             0.34278,             0.14111,            0.054307,            0.011625,            0.032251,            0.009802,            0.009802,            0.009802
                   5,            0.046857,           0.0072603,            0.010156,             0.87746,             0.85305,             0.89351,             0.41507,            0.038318,           0.0067618,           0.0053798,            0.009736,            0.009736,            0.009736
                   6,            0.043886,           0.0069666,           0.0082605,             0.84408,             0.81555,             0.87283,             0.34062,            0.041862,           0.0063643,           0.0070094,             0.00967,             0.00967,             0.00967
                   7,            0.043382,           0.0067368,           0.0070354,             0.90431,             0.89148,             0.94688,             0.45563,            0.036202,           0.0062213,           0.0045183,            0.009604,            0.009604,            0.009604
                   8,            0.041642,           0.0065296,           0.0061268,             0.88118,             0.80648,             0.89122,             0.37978,             0.04187,           0.0060712,           0.0058788,            0.009538,            0.009538,            0.009538
                   9,            0.039823,           0.0062721,           0.0057439,             0.91881,             0.87331,             0.94496,             0.48066,            0.034947,           0.0060992,           0.0028777,            0.009472,            0.009472,            0.009472
                  10,            0.038806,           0.0061136,           0.0055627,              0.8219,             0.74799,             0.87289,             0.43117,            0.036901,           0.0062419,            0.019364,            0.009406,            0.009406,            0.009406
                  11,            0.038371,           0.0064638,           0.0044769,             0.94542,              0.9241,             0.97441,             0.51583,            0.033662,           0.0057572,           0.0040514,             0.00934,             0.00934,             0.00934
                  12,            0.038608,           0.0061207,           0.0040291,             0.94469,             0.95967,              0.9812,             0.48333,            0.035062,            0.005458,            0.001893,            0.009274,            0.009274,            0.009274
                  13,            0.037331,           0.0060375,           0.0036142,             0.94387,             0.93322,             0.97115,              0.5147,            0.033428,           0.0056791,            0.002502,            0.009208,            0.009208,            0.009208
                  14,            0.036094,             0.00599,           0.0031341,             0.93827,             0.91348,             0.96732,             0.48965,            0.034608,           0.0057267,           0.0045757,            0.009142,            0.009142,            0.009142
                  15,            0.035695,           0.0058311,           0.0031068,             0.98004,              0.9662,             0.98847,             0.52412,             0.03331,           0.0052769,           0.0016181,            0.009076,            0.009076,            0.009076
                  16,            0.035332,           0.0059502,           0.0030965,             0.97337,             0.97379,             0.98726,             0.51298,            0.032344,           0.0051299,           0.0012434,             0.00901,             0.00901,             0.00901
                  17,            0.035491,           0.0057496,           0.0033402,             0.98149,             0.96957,             0.98857,             0.54771,            0.031074,           0.0051568,           0.0013039,            0.008944,            0.008944,            0.008944
                  18,            0.034504,           0.0058236,           0.0035019,             0.96948,             0.97929,             0.98254,             0.55944,            0.031166,           0.0050067,           0.0016122,            0.008878,            0.008878,            0.008878
                  19,            0.034366,           0.0057082,           0.0032182,              0.9861,             0.99508,              0.9948,             0.53869,            0.031783,           0.0051512,           0.0011356,            0.008812,            0.008812,            0.008812
