               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10078,           0.0068315,            0.034548,          0.00013112,            0.035173,          7.5335e-05,          1.2844e-05,             0.10281,           0.0071634,            0.035606,           0.0033268,           0.0033268,            0.070059
                   1,            0.091888,           0.0084583,            0.030274,          0.00091325,              0.2866,           0.0014981,          0.00026455,            0.091629,           0.0083243,            0.032109,           0.0044623,           0.0044623,            0.037861
                   2,            0.079808,           0.0091912,            0.026931,           0.0027257,             0.58183,            0.029626,           0.0051239,             0.08314,           0.0094641,            0.031029,           0.0033978,           0.0033978,           0.0034634
