               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.083754,            0.023603,            0.046444,           0.0026896,             0.97548,             0.17545,            0.043835,            0.057939,            0.016477,            0.040518,           0.0033086,           0.0033086,            0.070222
                   1,            0.060994,            0.014561,             0.03815,             0.29928,             0.45201,             0.38492,             0.11627,            0.054266,            0.010961,            0.027793,           0.0065981,           0.0065981,            0.040178
                   2,            0.062525,            0.010726,            0.026403,             0.32178,             0.60292,             0.45049,             0.12173,            0.060284,           0.0090094,            0.018971,           0.0098436,           0.0098436,            0.010091
                   3,            0.057385,           0.0090565,             0.01942,             0.44831,             0.59929,             0.49558,             0.14952,            0.060668,           0.0072389,            0.013054,            0.009802,            0.009802,            0.009802
                   4,            0.051333,           0.0078786,            0.013442,             0.68225,             0.80696,             0.81844,             0.31775,            0.045454,           0.0071668,            0.008882,            0.009802,            0.009802,            0.009802
                   5,            0.047533,           0.0071955,             0.01101,             0.80316,             0.82111,             0.85035,             0.32318,             0.04559,           0.0065764,           0.0074914,            0.009736,            0.009736,            0.009736
                   6,            0.045449,           0.0068152,           0.0089791,             0.90144,             0.89255,             0.94422,             0.42954,            0.041147,           0.0062286,           0.0052006,             0.00967,             0.00967,             0.00967
                   7,            0.042803,           0.0068783,           0.0078174,             0.94901,             0.92017,             0.95165,             0.45429,            0.036689,           0.0063857,           0.0049284,            0.009604,            0.009604,            0.009604
                   8,            0.042955,           0.0068419,           0.0065823,              0.8575,             0.86967,             0.91802,             0.38563,            0.038435,           0.0061136,           0.0067216,            0.009538,            0.009538,            0.009538
                   9,            0.040557,           0.0061331,           0.0054318,              0.9326,             0.93334,             0.96883,              0.5056,            0.034639,           0.0058763,           0.0029487,            0.009472,            0.009472,            0.009472
                  10,            0.039381,            0.006431,           0.0044518,             0.94369,             0.95394,             0.96943,             0.48585,            0.033683,           0.0058159,           0.0020596,            0.009406,            0.009406,            0.009406
                  11,            0.039678,           0.0060966,           0.0043828,             0.97371,             0.95165,             0.98464,              0.5243,            0.034162,           0.0056526,           0.0022082,             0.00934,             0.00934,             0.00934
                  12,            0.038394,           0.0061031,           0.0038933,             0.84553,             0.83168,             0.87751,             0.38643,             0.03966,           0.0058832,            0.017036,            0.009274,            0.009274,            0.009274
                  13,            0.038857,           0.0064723,           0.0065401,             0.95661,             0.92559,             0.97879,             0.48184,            0.036007,           0.0058177,           0.0023115,            0.009208,            0.009208,            0.009208
                  14,            0.038004,           0.0060026,           0.0045214,             0.96662,             0.96692,             0.97205,             0.50366,            0.033183,           0.0055375,           0.0020074,            0.009142,            0.009142,            0.009142
                  15,            0.038299,            0.005926,           0.0042435,             0.94063,             0.96669,             0.97766,             0.51923,            0.034459,            0.005609,           0.0016458,            0.009076,            0.009076,            0.009076
                  16,            0.036725,            0.006234,           0.0036834,             0.97682,             0.97941,              0.9874,               0.544,            0.032756,           0.0053359,           0.0013338,             0.00901,             0.00901,             0.00901
                  17,            0.036732,           0.0059583,           0.0031476,             0.98593,             0.97927,             0.98996,             0.54161,            0.031751,            0.005345,           0.0015727,            0.008944,            0.008944,            0.008944
                  18,            0.036552,           0.0056598,           0.0034331,              0.9721,             0.97811,             0.98529,             0.54469,            0.030617,           0.0053101,           0.0023322,            0.008878,            0.008878,            0.008878
